PIERWSZE_IMIĘ,DRUGIE_IMIĘ,NAZWISKO,DATA URODZENIA
LIUBOV,DOROTA,KUBASIEWICZ,24-12-2017
JOANNA,TERESA,KLICHANNA,02-11-1959
BOGUMIŁA,BARBARA,TOŁWIŃSKA,08-12-1952
BARBARA,JUSTYNA,DROZDOWSKA,29-04-1985
ANNA,MAŁGORZATA,WROTECKA,18-10-1950
JULIA,KAMILA,PŁOTNICKA,14-06-1947
AGNIESZKA,WERONIKA,GALIŃSKA,26-05-1956
MAŁGORZATA,TERESA,WOJTKOWIAK,10-10-1970
MARIANNA,ZOFIA,STANISZ,25-12-1961
SARA,MARIA,KLETKIEWICZ,16-01-2012
MAŁGORZATA,STANISŁAWA,SEREDA,12-02-1990
STANISŁAWA,REGINA,DYDUCH,10-11-2007
JULIA,EWA,ŻURAWSKA,16-07-1996
IZABELA,RYSZARDA,KONIECZNY,10-04-2012
HALINA,EWA,PÓŁTORAK,23-09-1924
TERESA,ZOFIA,NOWAK,31-10-1959
FRANCISZKA,EWA,SZWEC,26-06-1968
MAGDALENA,TERESA,IGNATOWICZ,27-01-1961
DARIA,MARIA,ADAMCZYK,01-03-1951
IRYNA,TERESA,GRZELAK,26-11-1933
KRYSTYNA,SARA,ZIÓŁKOWSKA,16-10-1970
ANNA,KRYSTYNA,ZIAJA,08-03-1998
MARIA,IZABELA,LEWANDOWSKA,07-12-1975
JOLANTA,WIKTORIA,NARLOCH,03-05-1976
ALEKSANDRA,TERESA,LAS,17-05-1978
TERESA,MONIKA,KURZAWA,04-03-1958
ANETA,MAŁGORZATA,PŁACZEK,01-04-2021
MARCELINA,BARBARA,GRABOWSKA,04-04-2018
TERESA,RÓŻA,KEMPKA,29-06-1993
EWA,MARIANNA,HADAŚ,14-12-1943
ELŻBIETA,PATRYCJA,MIESZCZAK,15-05-1979
AGNIESZKA,MAŁGORZATA,GOL,27-05-2018
NATALIA,MARGERITA,ODACHOWSKA,07-12-1949
BARBARA,DANUTA,PIETRUK,20-09-1982
AGATA,BOŻENA,GRZYWNOWICZ,06-01-1997
LALI,MARIA,KUCHAREK,25-09-1946
WIKTORIA,ANNA,WOJCIECHOWSKA,01-08-1981
MICHALINA,ROMA,MATYSIK,26-04-1956
STANISŁAWA,KATARZYNA,PERDEUSZ,09-12-1926
ANNA,TEKLA,SWENDROWSKA,15-09-2003
KŁAWDIA,IRENA,GAJDA,03-04-1952
PATRYCJA,EWA,JĘDRZEJEK,25-09-1981
LAURA,KATARZYNA,GONIWIECHA,25-01-1998
KORNELIA,JADWIGA,KICKA,01-02-2003
ALEKSANDRA,ANNA,PALUCH,26-01-2021
KATARZYNA,JOANNA,JÄHNIG,28-11-1980
ELŻBIETA,KATARZYNA,ZEMEŁKA,14-04-1960
WERONIKA,MARIA,SIERKA,22-01-1968
TETIANA,URSZULA,KLAMAN,28-02-2003
GRAŻYNA,JOLANTA,ROGACZ,01-10-2021
AGATA,MARIA,JURCZAK,11-05-2009
MARIA,ANIELA,KRUSZE,25-02-2014
MARIANNA,WERONIKA,ONYŚKÓW,05-08-1956
KINGA,KAZIMIERA,MALUDZIŃSKA,11-11-1992
KAROLINA,ELŻBIETA,KALUS,14-02-1950
BEATA,JULIA,GRAMATOWSKA,13-06-1948
GABRIELA,MARIA,GAJEWSKA,15-11-1968
ANNA,AMELIA,GUBAŁA,18-07-1961
MAJA,MARIA,PAWELEC,25-08-2015
ANDREA,KATARZYNA,SULIK,17-02-2016
HANNA,KAZIMIERA,WIKTOROWSKA,27-12-2008
MAŁGORZATA,ALICJA,BILSKA,09-03-1983
NATALIIA,ANTONINA,JANY,15-06-1971
HALINA,KAZIMIERA,KONIECZNA,15-09-1940
JÓZEFA,EWA,MELNYK,05-05-1972
KATARZYNA,MONIKA,CAŁKA,04-12-1949
AGNIESZKA,MARIA,WÓJCIK,24-12-1955
LILIANA,WERONIKA,PIECKA,19-05-2015
BOŻENA,KATARZYNA,GAWLAK,18-02-1973
VIOLETTA,ALICJA,MATRAS,26-11-2006
ANNA,MADELAINE,KÜHNE,08-12-1994
ANNA,ANNA,ŁUPKOWSKA,03-12-1977
WIOLETTA,MARIA,OKÓLSKA,05-12-2011
FRANCESCA,ANNA,PASTUSZUK,27-09-1995
ELŻBIETA,ANNA,CZAJA,09-03-1961
LENA,MARTYNA,POLAK,04-08-1934
ZOFIA,KATHERINE,SCHMIDT,12-04-1935
MONIKA,MARIA,POKRAŚNIEWICZ,28-03-1992
MAŁGORZATA,MONIKA,BAJUR,08-02-1991
BEATA,DANUTA,NASIEROWSKA,22-03-2000
MARZENA,ANNA,DRAPIKOWSKA,27-12-1973
SYLWIA,JOLANTA,WÓJCIK,16-02-1968
BOGUMIŁA,EWELINA,BUGLA,30-11-1926
MALWINA,KATARZYNA,PODOBAS,31-07-2023
KAROLINA,MONIKA,NOWAK,24-04-2014
SYLWIA,DANUTA,MARCINIAK,28-09-1984
WIKTORIA,ELŻBIETA,DEMSKA,29-01-1949
KATARZYNA,MARIA,PIKUL,12-05-1926
BARBARA,DOROTA,SZAŁANKIEWICZ,04-11-2020
MIROSŁAWA,ALICJA,MORAWSKA,17-03-1987
EDYTA,WERONIKA,KĘDZIERZAWSKA,26-10-1993
PAULINA,AMELIA,SZUFA,11-12-1986
TERESA,MARIOLA,KUPIEC,16-06-1972
WIESŁAWA,ELŻBIETA,CUPRIAN,01-05-1971
KATARZYNA,HELENA,ŁÓJ,25-06-1966
MARTYNA,BARBARA,PÓŁTORAK,24-12-1963
MAŁGORZATA,MARIA,SOKOL,03-10-2023
PATRYCJA,ZOFIA,BOBOWICZ,07-01-1927
PATRYCJA,MONIKA,KACZYŃSKA,21-06-2021
MONIKA,MAŁGORZATA,BONDARCHUK,18-02-1987
GERTRUDA,ANNA,SZYKOWNA,08-08-1945
ELŻBIETA,JÓZEFA,KHARCHENKO,29-01-2014
LAURA,IWONA,STRZELECKA,11-10-1999
MARIANNA,ELŻBIETA,BOJARSKA,04-12-1964
JOANNA,DOROTA,KRASNODĘBSKA,29-07-1932
AMELIA,JADWIGA,PANEK,21-12-1990
MARIA,EWA,PUACZ,25-06-1934
EWA,BARBARA,PIĄTKOWSKA,07-12-1973
HANNA,MARIA,PUCHALSKA,09-11-1996
JOANNA,IZABELA,TRUSH,25-11-1964
LENA,HELENA,MAŃKOWSKA,30-04-1967
OLIVIA,ELŻBIETA,KUCHARSKA,04-02-1925
POLINA,KINGA,FRĄCZEK,06-11-1935
ELŻBIETA,PETRONELA,WEŻGOWIEC,26-01-1940
ZUZANNA,EWA,PAŁYSKA,10-09-1999
NINA,ELŻBIETA,PŁOSZAJ,15-08-2013
JADWIGA,MARIA,KOMPIEL,25-10-1929
WALENTYNA,KAROLINA,WIŚNIEWSKA,04-01-1947
JADWIGA,MAGDALENA,WENTOWSKA,01-01-1968
STEFANIA,ANNA,DYMARA,08-04-2014
WIKTORIA,MARIA,SIRY,27-11-1983
OLENA,KAZIMIERA,DOMINO,22-10-1954
WIKTORIA,ANNA,PŁOSZCZAK,26-07-1940
ANTONINA,ANETA,CZUKIN,16-04-1983
WŁADYSŁAWA,MARIA,JANICKA,24-02-1995
MAGDALENA,AGNIESZKA,KUCZAJ,26-08-1968
GRAŻYNA,HALINA,NARBUTOVA,29-08-1955
TERESA,KINGA,OKOŃ,14-11-1928
AGNIESZKA,BIANKA,MAJKRZAK,09-12-1973
ANNA,ELŻBIETA,MICHNOWSKA,13-12-1928
TERESA,GABRIELA,PEGZA,24-10-1982
ALICJA,EWA,STRĘK,25-11-2020
JADWIGA,MARIA,POPŁAWSKA,06-08-1940
MARTYNA,BELINDA,JAKUBOWSKA,12-04-1958
IWONA,EWA,GŁUCHOWICZ,26-03-1939
ANNA,JUSTYNA,DUBICKA,01-07-2007
EWA,ZUZANNA,DĄBROWSKA,28-07-1927
RENATA,MAGDALENA,SZCZYPKA,01-01-2023
DANUTA,ANNA,SADŁOŃ,09-08-2021
HANNA,SANDRA,LEWANDOWSKA,21-03-1982
EDYTA,ŁUCJA,BOREK,25-05-1935
MY LINH,IRENA,CIESIELSKA,28-11-2019
ANNA,ZOFIA,KUBIELA,16-06-1991
ROMA,EWELINA,MOSSAKOWSKA,28-03-2009
HALINA,WERONIKA,CZERWIŃSKA,24-10-1998
JOLANTA,IRENA,JANISZEWSKA,10-09-1971
MARIIA,MARIA,WOLIŃSKA,16-01-2003
EMILIA,MARIA,ZOLOTUKHINA,08-09-1934
MARIANNA,KATARZYNA,PAPIŃSKA,19-12-1992
ANNA,JOLANTA,ŚLUSAR,08-02-1982
EWA,JOANNA,HAMPEL,17-09-2018
JANA,JUSTYNA,RABETS,28-10-2019
MAŁGORZATA,MILENA,KSEL,03-03-1997
KATARZYNA,MARTA,MACH,12-09-1964
TERESA,SYLWIA,DURKIEWICZ,13-02-1955
DOROTA,JULIA,BIL,14-09-1956
BARBARA,JOLANTA,STASIUK,07-12-1966
GRAŻYNA,KATARZYNA,NIEDŹWIECKA,25-07-1950
TEODORA,ANNA,DZIENISZ,02-10-1950
LEOKADIA,ZOFIA,WEŁNOWSKA,01-06-2003
KATARZYNA,VIOLETTA,GAWEŁ,12-08-2021
HELENA,URSZULA,TOKARSKA,01-03-1945
ANETA,KAMILA,SZYMSKA,06-07-1975
HALINA,JADWIGA,HRYTSENKO,28-06-1935
ZUZANNA,MARIA,KORYCKA,22-07-1947
HELENA,JOANNA,SZUSTAKIEWICZ,06-11-1960
MARIIA,ALICJA,WÓJCIK,12-04-1985
HANNA,TERESA,CIOS,20-11-1955
JOANNA,MARIA,PIWOWAREK,19-11-1955
MONIKA,KATARZYNA,WARASZKO,13-08-1962
KATARZYNA,CHANG,NOWAK,15-08-2009
DARYNA,AGNIESZKA,STOJANOWSKA,31-01-1943
IWONA,BARBARA,DURAJ,09-08-1940
MAŁGORZATA,NATALIA,DZIĘCIELSKA,01-08-1980
OLENA,JENNIFER,OLKOWSKA,02-05-1956
EWA,MARIA,SZTOMPKA,22-07-2020
NATALIE,ANNA,PRZYJACIEL-ZABŁOCKA,26-12-1973
MAŁGORZATA,WIOLETA,WITKOWSKA,12-02-2000
PATRYCJA,JOLANTA,DROŻYŃSKA,14-07-1961
ZENOBIA,NATALIA,GRABARCZYK,21-01-1984
GABRIELA,WIKTORIA,ZAWALSKA,03-10-1957
ARLETA,WERONIKA,GAZDECKA,13-09-2013
PATRYCJA,ANNA,WAWRZYNIAK,05-07-1943
PAULINA,STEFANIA,DŁUGOSZ,29-11-2020
HELENA,NATALIA,SHEMBERAVA,24-11-1989
IDALIA,KRYSTYNA,ZORN,18-09-1994
KRYSTYNA,KRYSTYNA,BUREK,06-04-2020
KATARZYNA,ANETA,KONCZEWSKA,21-07-1938
BEATA,ANNA,KASPERSKA,04-12-1961
AGNIESZKA,ELŻBIETA,GRABOWSKA,07-09-1926
JUSTYNA,MARIA,SZPOPER,12-06-1940
MAGDALENA,WALERIA,RZESZUTEK,15-04-1963
MAGDALENA,ANNA,KOWALCZYK,28-12-1957
MAŁGORZATA,AGNIESZKA,NIEDŹWIEDZIK,23-05-1951
LIWIA,DANUTA,BORKOWSKA,08-01-2004
SVITLANA,ZOFIA,HONEY,14-12-1975
ELŻBIETA,TERESA,GOJOWY-CIENIAK,15-03-2021
ANTONINA,ELŻBIETA,BRONICKA,14-02-1956
ELŻBIETA,TERESA,GAWEŁ,08-09-1970
GRAŻYNA,MAGDALENA,OŻÓG,07-12-2014
MONIKA,STANISŁAWA,MACHETA,07-01-1967
MARTA,WIKTORIA,NIEĆKO,23-05-1932
IRENA,GAJA,OSTROWSKA,30-03-1994
OLHA,JADWIGA,SKALSKA,07-01-1996
KAJA,TERESA,CHMIEL,15-07-1927
ZOFIA,TERESA,ROMAŃSKA,25-01-2001
BLANKA,ANNA,BRULEWICZ,30-03-2005
JADWIGA,JANINA,BIALIAUSKAYA,21-12-1983
MAŁGORZATA,HELENA,SZEPIETOWSKA,02-05-1968
MARIIA,ANNA,YECHKALO,14-11-1989
BOŻENA,CELINA,ANDRYKIEWICZ,08-01-1935
JOANNA,JADWIGA,SUCHAŃSKA,26-03-1991
BEATA,ANNA,ALISZ,28-01-1931
KRYSTYNA,MAGDALENA,KOVALCHUK,05-07-2018
ZUZANNA,WALENTYNA,RAJCZYK,15-03-1967
MAGDALENA,MICHALINA,DĄBROWSKA,14-07-1932
MONIKA,KRYSTYNA,SKWIRUS,25-02-1940
PAULINA,ALEKSANDRA,ZAJĄC,08-11-1972
AGNIESZKA,MICHALINA,NITRIBITT,27-04-1931
ANNA,HALINA,NIEDŹWIECKA,29-07-1982
KAMILA,MAGDALENA,PAULIŃSKA,24-10-1942
SANDRA,MARIA,MUSIAŁ,27-05-1997
LUCYNA,MAŁGORZATA,BARANKIEWICZ,06-09-1942
RENATA,TERESA,TALIK,16-04-2011
MARIA,ALEKSANDRA,SZPAKOWSKA,16-11-2019
JANINA,KATARZYNA,OKUNIEWSKA,01-01-1973
TERESA,DOROTA,PALECKA,05-05-1933
PAULINA,ZOFIA,MARCINIAK,20-04-2010
JOANNA,ELŻBIETA,RYCHCIK,22-08-1949
MARTA,MARIA,HAWRO,14-09-1978
MARTA,DOROTA,WÓJCIK,04-08-1931
DOROTA,IWONA,BEDNAREK,12-04-1981
DOROTA,PATRYCJA,DOMAŃSKA,22-06-1951
OLENA,URSZULA,ROZBICKA,25-09-2013
JULIA,JOANNA,NIKIEL,14-05-1982
CZESŁAWA,ZOFIA,PIĄTEK,20-11-2015
KRYSTYNA,ELŻBIETA,PESTKA,18-01-1987
KATARZYNA,KATARZYNA,SOCHACKA,28-05-1983
ALICJA,KATARZYNA,SZNAJDER,25-08-2018
SYLWIA,ANNA,STADNYTSKA,22-12-1926
GRAŻYNA,URSZULA,KIEPURA,27-06-1998
KATERYNA,MARZENA,NOWAK,29-08-1930
DOMINIKA,MARIA,DOLINA,28-09-1982
MAGDALENA,OLIWIA,CYMAŃSKA,25-08-1999
HELENA,MARIA,JUREK,07-07-1948
KLAUDIA,BARBARA,SZOKALSKA,15-04-1961
WIKTORIA,SYLWIA,MUZYKANT,30-06-1927
OLIVIA,AGATA,WIECHEĆ,01-11-1962
JOLANTA,TERESA,SZYSZKA,29-05-1971
ELŻBIETA,HELENA,DEMBSKA,15-05-1970
LIUDMYLA,BEATA,SIKORA,05-01-2004
WIOLETA,MAŁGORZATA,DALEWSKA,07-12-1952
BIANKA,KATARZYNA,NIEDZIELAK,31-05-2021
MAGDALENA,ALEKSANDRA,KUROWSKA,09-05-2017
JULIA,MARIA,STROKA,25-09-1969
MAGDALENA,HENRYKA,HARASIMOWICZ,31-01-1983
NIKOLA,IWONA,LEDWA,14-12-2018
ANNA,MARIA,LACHOWSKA,28-05-2000
LUCJA,BARBARA,ALEKSIEWICZ,25-07-2019
ZOFIA,HENRYKA,WIŚNIEWSKA,04-06-1956
IZABELLA,MAŁGORZATA,PLISZCZYŃSKA,24-05-1969
HELENA,MARIA,CASERTA,27-04-1931
MARTYNA,BOŻENA,SZABŁOWSKA,10-08-1937
MARIA,ALEKSANDRA,MOKIJEWSKA,21-09-1935
ŁUCJA,WIESŁAWA,PARULSKA,14-11-1987
EWA,KATARZYNA,BARANOVA,12-03-1995
BEATA,HELENA,SIKORSKA,16-01-1978
KARINA,MARIA,JESIONOWSKA,14-03-1979
KLAUDIA,MAJA,GZYL,09-06-1947
EMILIA,ADRIANA,WAGNER,25-01-1986
KINGA,MARIA,RUDNICKA,04-08-1938
KATARZYNA,ANNA,RAKSZEWSKA,25-11-1984
NATALIA,SYLWIANA,GRZELAK,21-01-1939
ELŻBIETA,BARBARA,SMORCZEWSKI,19-01-1965
ELŻBIETA,MAJA,ZARZYCKA,28-06-1982
SELENA,MARIA,KUCHARCZYK,22-05-1925
ADRIANNA,FILIPINA,NOWEK,15-02-2021
DOROTA,ANNA,BUJKO,04-01-1990
ANNA,JOANNA,STRYCHALSKA-KOWALSKA,17-02-1977
MAŁGORZATA,ILONA,SHAPRAN,04-11-1976
SARA,DANUTA,GÓRA,19-11-2003
MARIANNA,MAŁGORZATA,ROSA,21-06-1978
WERONIKA,MARIA,MROZIŃSKA,01-07-1996
DANUTA,DOMINIKA,KOZŁOWSKA,03-08-1974
EWA,JADWIGA,FAŁEK,30-01-1980
MONIKA,HELENA,MAISTRZIK,10-04-1955
TALI,ALICJA,ROSZAK,13-10-2017
MAJA,MICHALINA,BUKOWSKA,23-01-1953
RENATA,MARTA,ZDYBEK,05-08-1994
KATARZYNA,EWELINA,LABUDA,08-04-1979
MAGDALENA,ZOFIA,MŁYNARCZYK,26-02-2002
LENA,ALEKSANDRA,NOWACZYK,17-07-1968
ALICJA,MARIA,OKNIŃSKA,12-02-1961
ANNA,MARIA,RZEGOCKA,16-11-1926
KAZIMIERA,ZUZANNA,ŁUKOMSKA,17-05-1969
NADIA,KORNELIA,JASKÓLSKA,26-06-1935
MARIA,MARIA,PRZYBYSZ,01-02-1955
JOANNA,MARIA,KOWALSKA,21-07-1989
ALFREDA,KAZIMIERA,RYBAK,10-01-1951
MARTA,MAŁGORZATA,ADAMUS,13-04-1973
WERONIKA,RÓŻA,BARWICKA,22-11-1972
ALICJA,BARBARA,LEWANDOWSKA,29-04-1963
KLAUDIA,PATRYCJA,LITWIN,23-12-1959
ADRIANNA,BRONISŁAWA,WARZYCH,23-11-1992
DANUTA,ANNA,MARER,14-09-1989
JULIA,MAGDALENA,BARTOSZCZYK,18-05-2001
MARIIA,GABRIELA,CHLIPAŁA,25-07-1980
WIESŁAWA,BRONISŁAWA,NIEDZIELA,13-10-2006
KATARZYNA,MONIKA,SZYKOWSKA,01-06-1947
BOGUMIŁA,MARIA,CWYNAR,20-08-1989
YELYZAVETA,MAGDALENA,RĄCZKOWSKA,17-12-1975
ZOFIA,MAGDALENA,JACHIMCZYK,17-07-1967
BEATA,ANNA,CYBULA,09-01-1998
FELICJA,DOMICELA,REJEK,27-01-1951
JANINA,ANNA,KAPUŚCIŃSKA,18-10-1995
BOŻENNA,DANUTA,KONOPACKA,02-04-1959
LARYSA,ANNA,BRYNDZA,30-06-1964
MICHALINA,ANNA,GAWORSKA,25-10-1959
WANDA,ANNA,WASILEWSKA,09-07-1954
JAGODA,JULIA,KRAS,19-12-1959
ANNA,LUCYNA,MELNYCHUK,01-02-1991
IRENA,MAŁGORZATA,MACIĄG,17-04-1926
MARIA,JÓZEFA,MUZYKA,17-09-1964
ANNA,JADWIGA,SAPUN,05-03-1930
GABRIELA,JADWIGA,JANKOWSKA,11-06-2017
ZOIA,JADWIGA,MILESKA,09-03-1982
KRYSTYNA,ZYTA,SOŁOWIEJ,05-09-2016
MONIKA,MARLENA,GRABOWSKA,22-01-2004
DOROTA,EMILIA,HAMSKA,10-03-1928
WIKTORIA,JULIA,GOSZCZYŃSKA,23-03-2021
SARA,MAGDALENA,ZBIEGŁA,01-11-1986
NATALIIA,MAGDA,DUSZYŃSKA,08-06-1956
IZABELA,KRYSTYNA,GIEŁDA,30-04-1983
KAZIMIERA,WERONIKA,WRÓBEL,20-05-1968
WANDA,DOROTA,BEDNARZ,21-07-2012
DANUTA,JANINA,BOROŃ,21-03-1947
ALINA,BARBARA,SZARADOWSKA,06-06-1936
MAŁGORZATA,ANTONINA,RATAJCZYK,25-11-2014
JUSTYNA,ANITA,WDOWCZYK,15-01-1933
KRYSTYNA,ELŻBIETA,STRAWIŃSKA,14-03-1939
JANINA,KATARZYNA,SKOREK,08-03-1968
AGNIESZKA,ANNA,SROKA,03-05-1985
MARYNA,MONICA,STOLARCZYK,01-02-1955
YANINA,LENA,DZIADZIO,04-08-1996
ATIYA,ELŻBIETA,ANTYPIUK,08-08-1944
URSZULA,HANKA,HOIDA,18-05-2011
NATALIA,ZOFIA,WILK,24-11-1990
BOŻENA,IWONA,MIEDZIŃSKA,28-03-2009
MARTA,URSZULA,NOWICKA,03-11-1926
KRYSTYNA,WIESŁAWA,CISZEWSKA-BRELA,03-01-1974
OLGA,GRAŻYNA,ZIEMNIARSKA,05-04-2020
MARIOLA,MARIA,GRABSKA,18-07-1966
DOROTA,ANNA,ŚWIERCZ,27-07-1989
TERESA,ILONA,MNICH,23-02-1961
ANETA,ANNA,CZAJKOWSKA,18-08-2000
ANNA,AGNIESZKA,PAPIEŻ,19-12-1935
AGNIESZKA,GABRYELA,KVAPIL,07-11-1936
BEATA,MARIA,MUSIAŁEK,13-04-1999
MAYA,MAGDALENA,TOWAREK,30-06-1970
JULIA,IRENA,GAŁAN,12-12-1966
BEATA,TERESA,GLIWA,26-07-1944
MARIA,JADWIGA,KANTAROWSKA,30-01-2005
LAURA,JOLANTA,KEMPA,16-03-1966
NATALIA,GENOWEFA,CZICZAK,14-07-2009
MARIA,ANGELIKA,TESZNER,13-06-2017
MAŁGORZATA,STANISŁAWA,YERMOLINA,20-06-1977
JADWIGA,ANNA,ZYMRÓZ,11-02-1930
ANETA,PATRYCJA,KOZIOŁ,18-11-1985
AGNIESZKA,NATALIA,STEFANOWSKA,24-07-1934
IGA,TERESA,ŁYSIAK,30-04-1947
KRYSTYNA,TERESA,SMYK,20-01-1959
MAGDALENA,ZOFIA,KULETA,10-11-1928
HANNA,BARBARA,MAZUR,16-03-2012
MARIA,MARIA,CHAVIAK,03-05-1976
AGNIESZKA,MAŁGORZATA,SMOLAREK,01-01-1945
MAGDALENA,BOŻENA,ZDZIECH,26-06-1974
WERONIKA,ANNA,SŁAWIŃSKA,17-11-1979
EWA,JOLANTA,KOŚCIELNIAK,29-11-1999
EWA,MONIKA,BIELENIN,21-06-1964
DOMINIKA,MARIA,MAZUR,05-01-1942
OLHA,JOANNA,BŁASZCZYK,12-01-1929
IWONA,MARIANNA,OKSIUTA,26-10-1970
OKSANA,MARIA,TWARDOWSKA,06-09-1988
ANNA,AGNIESZKA,DUMKIEWICZ,18-08-2022
BLANKA,MAŁGORZATA,GAŁĄZKA,01-03-2008
RENATA,ROMA,WRONOWSKA,11-02-2022
EWA,DOROTA,DZIERŻAK,22-05-1970
KLAUDIA,ANNA,ZUBENKO,07-05-1958
ANETA,LIDIA,MACZYSZYN,17-07-1954
GRAŻYNA,ELŻBIETA,SZAKIEL,28-10-1933
RÓŻA,DANUTA,TALIK,20-04-1974
DANUTA,DANUTA,BARTNIKOWSKA,22-10-2019
EDYTA,ZOFIA,JABŁOŃSKA,27-09-1939
MONIKA,MAGDALENA,LELITO,03-08-1936
PAULINA,KATARZYNA,STAROSTKA,05-12-1930
JADWIGA,AGNIESZKA,WYDERSKA,24-02-1993
BARBARA,JADWIGA,GRZYWACZEWSKA,10-05-1943
IRENA,BOŻENA,WYSOCKA,16-07-2017
ZOFIA,MARIA,SZCZEPANKIEWICZ,20-12-1926
DOMINIKA,ANNA,KURKOWIAK,30-11-2016
DOMINIKA,JOLANTA,DROŻDŻ,03-06-1953
ZLATA,MAŁGORZATA,SYRNICKA,23-07-1987
MARIA,WIESŁAWA,KOBRYŃ,22-03-1977
EWA,WLADYSLAWA,KUCZEŁA,20-07-1978
INESSA,DARIA,BURDA,26-01-2001
KATARZYNA,KRYSTYNA,FRANCZAK,18-04-1961
ANETA,KATARZYNA,MACIEJEWSKA,01-10-1984
DOROTA,JULITA,SWAT,03-03-1956
PAULINA,MAŁGORZATA,WITT,17-02-2004
ZUZANNA,WERONIKA,SZUPER,18-03-1972
KAROLINA,WANDA,NAJEWSKA,13-07-1952
BARBARA,PAULINA,JANOSZEK,29-12-2022
ANDŻELIKA,KATARZYNA,HYJEK,28-07-1979
MAGDALENA,ANDŻELIKA,SZULC,07-03-1989
MAGDA,MAŁGORZATA,KOŚCIERZYŃSKA,03-04-1987
JADWIGA,ELŻBIETA,MIŃSKA,09-09-1944
MAŁGORZATA,KATARZYNA,PRZYBYŁEK,07-02-1995
RENATA,BARBARA,SZTABA,01-11-1969
NATALIA,EWELINA,MIKOŁAJEK,24-11-2009
ALICJA,MAGDALENA,KULAWIK,26-05-1976
ZUZANNA,WIOLETA,BURSZCZYK,14-06-1929
BARBARA,KATARZYNA,FOLGA,23-05-1955
JADWIGA,ANNA,BAGNUCKA,17-07-1962
MARTYNA,IRENA,MORAWSKA,09-12-1971
ŻANETA,KATARZYNA,CHĘCIŃSKA,14-05-1984
ANNA,GABRIELA,ZŁOTNIK,16-08-1947
NICOL,ALEKSANDRA,WASZKOWIAK,05-03-1940
NIKOLA,MARIA,WIZNER,18-07-2018
ALEKSANDRA,WIESŁAWA,MACIAS,17-08-1931
ALEKSANDRA,NATALIA,MIELNICZUK,08-01-1970
AUGUSTA,KAMILA,PYSIAK,18-05-1940
MONIKA,JOANNA,MAZUR,06-01-1946
ALEKSANDRA,TERESA,LEŚNIEWSKA,23-10-2003
BLANCA,STANISŁAWA,DUL,04-05-1954
JUSTYNA,ELŻBIETA,HEDER,19-04-1949
IRENA,LUCIA,DOMIŃCZYK,06-09-1933
MAGDALENA,ANNA,CELT,22-12-1956
MARTA,DOROTA,WAWRZYNIAK,19-09-1973
JULIA,DANIELA,RATAJ,11-03-2010
KRYSTYNA,ZOFIA,SAWA,06-11-1965
BARBARA,AGNIESZKA,HAIDAIENKO,18-03-2008
MARIA,KRYSTYNA,CHOLEWA,10-01-1969
MARTYNA,AGNIESZKA,BRYCHCY,22-08-1965
MAJA,ANTONINA,MATCZAK,03-11-1992
ANNA,EWA,SZATKO,16-04-2011
VIOLETTA,WIOLETTA,SZOT,22-06-1941
BEATA,GRAŻYNA,ZARANEK,12-02-2016
MAGDALENA,ZOFIA,POKUCIŃSKA,08-11-1953
DAGMARA,MARIA,SOBOLEWSKA,01-10-1980
TERESA,ANNE,KIERYCH,24-10-1930
SARA,AGNIESZKA,OWSIANKA,02-09-1982
DANUTA,IWONA,WIERZBOŁOWICZ,10-05-1949
SABINA,HELENE,FILBRANDT,23-08-1988
IRENA,HELENA,KOWALCZYK,06-12-2008
WIOLETTA,MARIA,KLIMOWSKA,14-07-1973
OLGA,MAŁGORZATA,KUNKIEWICZ,24-05-2017
LIUDMYLA,MARIA,PROCHOWNIK,09-08-1934
MONIKA,EWA,SZYSZKO,27-07-1988
AGNIESZKA,DOMINIKA,ŁUKASIK,29-05-1976
PATRYCJA,JADWIGA,STĘPIEŃ,30-01-1983
JOANNA,PAULA,BIENIEK,15-05-1955
RICARDA,MAŁGORZATA,JELINEK,23-11-1958
BOŻENNA,ZOFIA,ŚWINOGA,28-01-1968
BOŻENA,WERONIKA,DUDA,07-06-1972
ZUZANNA,KRYSTYNA,BIGOS,02-04-2008
KATARZYNA,URSZULA,SZYMONEK,16-05-1985
MARIIA,ANNA,CHROBACZYŃSKA,16-03-1954
ZOFIA,KATARZYNA,GRUSZCZYŃSKA,26-03-2006
PATRYCJA,STANISŁAWA,GRUCA,13-10-1938
STANISŁAWA,NADZIEJA,JAWORECKA,15-10-1985
JANINA,IRENA,GWIŻDŻ,09-04-1994
EWELINA,JOLANTA,GRZENIA,07-06-1993
BARBARA,JOLANTA,STEFAŃSKA,20-03-1944
ZOFIA,IRENA,JOHN,29-10-1943
ZOFIA,ANNA,MORAWSKA,04-01-1948
JOANNA,JADWIGA,CIEBIELSKA,15-12-1954
DOMINIKA,MAŁGORZATA,WASIELEWSKA,19-08-1932
DOMINIKA,ERNA,HORODNIUK,16-01-1941
IRENA,ZOFIA,PAWŁOWICZ,10-10-1962
KATARZYNA,JULIA,TARHONSKA,08-05-2013
KATARZYNA,DANUTA,PADUSZYŃSKA,03-01-1997
JOLANTA,AGNIESZKA,MACIASZEK,25-12-1954
MONIKA,EWELINA,SROKA,23-12-1964
KATARZYNA,MICHALINA,CECELSKA,28-10-1968
BARBARA,AGATA,DĘBSKA,10-08-1987
WERONIKA,WANDA,IGIELSKA,07-10-1961
MARIA,JOANNA,CHOROSZKO,16-06-1959
