PIERWSZE_IMIĘ,DRUGIE_IMIĘ,NAZWISKO,DATA URODZENIA
JÓZEF,DARIUSZ,NAPIÓRKOWSKI,01-09-1979
MARIUSZ,ALEKSANDER,WILAMOWSKI,31-08-1936
PIOTR,MAREK,SZABŁOWSKI,08-09-1990
BERNARD,ZDZISŁAW,ROPELA,23-05-1988
ANDRZEJ,DAMIAN,KORZENIOWSKI,23-03-1974
CONSTANTIN,PIOTR,SZOSTEK,18-10-1929
GRZEGORZ,DARIUSZ,ŁAZARCZYK,11-09-1991
KRZYSZTOF,MIKOŁAJ,WASILCZUK,10-02-1943
MARIAN,JANUSZ,MACUDZIŃSKI,19-02-1958
BARTOSZ,JÓZEF,BUŚKO,26-02-2005
PAWEŁ,MARCIN,MAGDZIARCZYK,08-07-1977
SERHII,ARTUR,SUPRYN,10-09-1952
KRZYSZTOF,JAN,DĄBROWSKI,05-03-1979
MARIAN,ANDRZEJ,KONIECZNY,04-07-1959
PAWEŁ,MIROSŁAW,ROGER,01-11-1991
GRZEGORZ,EDMUND,IMIOŁEK,12-04-1968
PAWEŁ,PIOTR,JANYST,06-09-1992
KRYSTIAN,WOJCIECH,BORKOWSKI,19-03-1962
JAROSŁAW,PAWEŁ,SOCHAŃSKI,20-01-1974
JAN,PIOTR,JAKIMOWICZ,14-12-1966
KRZYSZTOF,ZBIGNIEW,SZYMAŃSKI,20-05-2014
JERZY,SZYMON,PRZYBYLSKI,18-06-1985
ALAN,ANDRZEJ,STELMACH,11-06-2012
JAN,JANUSZ,WOJTAS,12-09-1996
LESZEK,MARIAN,SZCZUREK,12-03-1986
SZYMON,SZCZEPAN,CHMIEL,16-12-1978
TYMOTEUSZ,KRZYSZTOF,KREFT,08-10-2008
DMITRY,PAWEŁ,NOWAK,02-12-2004
PIOTR,SEBASTIAN,MATUSIK,27-05-1991
JAN,ANDRZEJ,PODESZWA,08-02-1998
LESZEK,JAN,MAJOCH,19-03-1947
ALEKSANDER,PAWEŁ,KAMINSKYI,31-10-2010
ILLIA,STANISŁAW,POSTAWSKI,27-06-2001
MACIEJ,JÓZEF,WIĘCKOWSKI,09-07-1938
EDMUND,BARTŁOMIEJ,KWIATKOWSKI,15-11-1942
ZDZISŁAW,ZENON,STRZEBIŃCZYK,18-01-1968
BOLESŁAW,JERZY,BĄSKA,31-01-1956
ERYK,SŁAWOMIR,LESIŃSKI,19-03-2001
MAREK,PAWEŁ,SOWIŃSKI,24-04-1948
ARTUR,HENRYK,CZECHOWSKI,09-01-1963
PIOTR,ROBERT,DURMOWICZ,27-02-1996
MATEUSZ,JERZY,PRZYBYŁOWICZ,28-11-1943
NORBERT,MIECZYSŁAW,FILAR,20-09-1964
SERHII,ANDRZEJ,SICIŃSKI,04-02-2011
BOGDAN,JANUSZ,PIETRASZKO,31-05-1986
BARTŁOMIEJ,MARCIN,SZCZĘSNY,17-01-1945
VOLODYMYR,BRONISŁAW,ARENDT,14-03-1930
MARIUSZ,JÓZEF,TASIEMSKI,08-02-1988
JEREMIASZ,JÓZEF,KOSHYTSKYI,06-04-1947
EDUARD,JACEK,KADENKO,03-07-1962
JERZY,DARIUSZ,SIKORSKI,25-06-2022
PIOTR,ANDRZEJ,SOLECKI,03-10-1949
KAMIL,JAN,KACZMAREK,15-02-2017
KAROL,JAN,KAMIŃSKI,30-09-1975
WIKTOR,ROBERT,KANAR,17-09-2008
MARCIN,PAWEŁ,DWUŻNIK,16-10-1993
KAROL,JÓZEF,CHUDZIK,21-10-2006
VADYM,ANDRZEJ,BEDNAREK,01-02-1961
MICHAŁ,ŁUKASZ,MOTAL,02-12-1978
SŁAWOMIR,STANISŁAW,PODGÓRSKI,05-09-1993
OLIVIER,KRZYSZTOF,PRZYBYLAK,12-04-2021
RAFAŁ,ANTONI,HLADUN,30-10-1965
TYMOTEUSZ,PAWEŁ,YAKOVCHUK,03-12-1973
PAVLO,PIOTR,ZAJĄCZKOWSKI,11-02-1950
MATEUSZ,BARTOSZ,WYDRZYŃSKI,01-11-2014
YURII,MIECZYSŁAW,JEDYNAK,23-11-1924
LESZEK,ZBIGNIEW,STALA,05-08-1974
KAMIL,FRANCISZEK,SZCZEŚNIAK,06-02-1958
MARIUSZ,PIOTR,HARBACHEUSKI,05-08-1983
DARIUSZ,MATEUSZ,PIASECKI,16-07-2009
DOMINIK,ŁUKASZ,HUDY,07-02-1981
ADAM,CZESŁAW,WARDA,15-04-1955
DARIUSZ,TUAN,KREZYMAN,09-10-1931
ROBERT,KACPER,ISUFI,16-05-2012
OSKAR,SEWERYN,FURMAN,27-10-2004
DZMITRY,ANTONI,GORCZYCKI,11-08-2006
DARIUSZ,DAWID,RAK,27-01-1998
ALBERT,PATRYK,JABŁOŃSKI,29-06-2015
DAMIAN,ARTUR,BEN TOLILA,31-08-1985
AUGUSTYN,STANISŁAW,ROGOZIŃSKI,12-07-2008
NORBERT,JAN,TOKARSKI,17-03-2002
ZBIGNIEW,WIKTOR,WÓJCIK,06-10-1985
EDMUND,MARIUSZ,BRENDEL,21-08-1955
VOLODYMYR,JÓZEF,OBIDZIŃSKI,18-02-1945
WOJCIECH,EDMUND,SKOMORUCHA,24-04-1996
WIESŁAW,STEFAN,RYDZ,26-11-1975
MAREK,MACIEJ,WOŹNIOK,04-07-1943
MICHAŁ,DENNIS,MAGDZIARZ,15-04-1981
VASYL,TOMASZ,DEPA,08-04-1995
FILIP,STANISŁAW,ŁUKASZEWSKI,14-05-2022
REMIGIUSZ,ŁUKASZ,KOPEĆ,06-06-1946
ADRIAN,PIOTR,JEDLIŃSKI,30-08-1985
ADAM,JAN,ROGIŃSKI,16-11-1957
JAN,MIECZYSŁAW,ŻYŁA,16-10-1926
FILIP,JERZY,POSTROŻNY,03-09-2012
FILIP,LESZEK,KRZYŻOSTANIAK,19-02-1995
RAFAŁ,RYSZARD,CHKHABERIDZE,06-06-1978
ALEKSANDER,FRANCISZEK,CAŁEK,02-03-1978
KONRAD,WOJCIECH,KOLANOŚ,25-12-1957
SALAAR,KRZYSZTOF,KRÓL,04-05-1951
WOJCIECH,ZENON,RAŚ,05-02-2009
PAWEŁ,JAN,RUSZNICA,10-01-2012
STANISLAV,ANDRZEJ,MICHAELI,18-04-1929
IGOR,ALBERT,CHETRARI,20-02-2007
DARIUSZ,LEON,TYMETS,15-12-1981
GRZEGORZ,PAWEŁ,KAROLAK,06-11-1967
KRZYSZTOF,GRZEGORZ,MYRDA,07-06-1926
ANTONI,ŁUCJAN,OGÓREK,29-05-2001
PIOTR,KRZYSZTOF,KŁODZIŃSKI,25-03-1926
MIROSŁAW,WŁADYSŁAW,BILIM,14-12-1928
SEBASTIAN,ŁUKASZ,MROCZEK,20-11-1949
ROMUALD,CZESŁAW,NIESŁUCHOWSKI,22-01-2016
SZYMON,ANDRZEJ,KUCHER,22-02-1951
FABIAN,JAN,PAWLIK,09-01-1996
JAROSŁAW,ANDRZEJ,FLAUMENHAFT,29-11-1956
LUCJAN,JANUSZ,WILGA,02-04-1959
MARCEL,ANDRZEJ,KARPIŃSKI,05-05-1936
MAREK,JAN,KASTPRZYK,11-07-1937
MATEUSZ,DANIEL,VOINALOVYCH,21-03-1987
JAKUB,SEBASTIAN,TOKAR,31-03-1965
SERGII,PIOTR,SMORĄG,24-03-1940
PIOTR,JÓZEF,POKORZYŃSKI,08-04-2003
SEBASTIAN,MARIUSZ,SOWIŃSKI,14-01-1934
MAKSYM,JAN,ZHELYAZKOV,22-01-1999
PATRYK,KRZYSZTOF,PIECHOTA,04-09-2003
STANISŁAW,PAWEŁ,MAZAN,18-05-2001
MARCIN,PATRYK,POZNAR,05-08-1983
ANTONI,JAN,SOCHACKI,21-04-1935
DARIUSZ,WACŁAW,JÓZWIK,08-05-1952
KRZYSZTOF,PAWEŁ,WAŚKOWSKI,27-10-1974
DARIUSZ,MARCIN,MAKOWSKI,01-07-1946
JERZY,IRENEUSZ,TSYMBALIUK,15-08-2016
GRZEGORZ,SZYMON,KULA,11-07-1992
DARIUSZ,ANDRZEJ,SZRAJBER,16-09-1977
STANISŁAW,STANISŁAW,OLEŚ,07-03-1943
DAMIAN,ANDRZEJ,KASZUBOWSKI,21-12-1979
ANDRZEJ,JAN,DELEŻYŃSKI,22-03-1996
IGOR,ANDRZEJ,TOLDOV,27-02-1931
FLAMUR,RYSZARD,WYSMOLIŃSKI,26-02-1954
WIESŁAW,ZENOBIUSZ,GAWLIK,11-02-2012
MIKOŁAJ,ANDRZEJ,DEMBIŃSKI,27-05-1933
JÓZEF,MICHAŁ,MISTERSKI,20-08-2013
GRZEGORZ,GRZEGORZ,LIWIŃSKI,15-05-1976
ROBERT,STANISŁAW,OSTAPETS,16-05-1956
BOLESŁAW,MATEUSZ,ZABOROWSKI,23-07-2016
ARTUR,TOMASZ,SZWIEC,11-02-1938
SERHII,JERZY,ZACZYŃSKI,17-12-1958
KONRAD,KRYSTIAN,DOBRODZIEJ,16-10-1988
PIOTR,JAN,LISMAN,26-10-1924
DOMINIK,DARIUSZ,KONIECKO,15-05-1954
JACEK,ANDRZEJ,GALIŃSKI,02-07-1946
KRZYSZTOF,ALFRED,SKIBICKI,26-05-2013
YURY,ANTONI,KOLESNYK,30-11-1986
TOMASZ,ANDRZEJ,GOSZ,15-03-1977
SZYMON,JAN,SPOSÓB,18-02-1961
MARCIN,MARIAN,SYGENTOWSKI,10-04-2002
ADAM,JAKUB,PORĘBSKI-LACH,05-11-2007
PAWEŁ,SEBASTIAN,KORNATOWSKI,12-04-1992
JÓZEF,BARTŁOMIEJ,MAZUREK,03-02-1981
LESZEK,MICHAŁ,TUROWSKI,07-10-1977
BŁAŻEJ,ŁUKASZ,UTKA,17-02-1928
BARTŁOMIEJ,PIOTR,MAMET,08-08-1965
KRZYSZTOF,KAROL,WITEK,17-07-2020
WIKTOR,ZBIGNIEW,BOROŃCZYK,17-12-1928
KAMIL,STEFAN,BŁAŻUK,01-10-1964
ANDRZEJ,PIOTR,GOŁĘBIOWSKI,18-07-2013
ZDZISŁAW,WOJCIECH,GORAJSKI,23-07-2017
DANIEL,STANISŁAW,LASKOWSKI,14-02-1976
JAROSŁAW,KAZIMIERZ,JAGŁO,04-08-1925
ANDRZEJ,SEBASTIAN,SOBIERAJ,30-05-2021
ALEKSY,SYLWESTER,KACZOR,05-06-1943
IHAR,ZBIGNIEW,ONUCA,06-08-1999
BOGDAN,WALENTY,SOLIK,09-05-1997
MICHAŁ,FRANCISZEK,PAWLAK,25-01-1942
EBIN,JACEK,CHMIELEWSKI,27-11-1966
RAFAŁ,FILIP,PAWLIK,27-07-1998
KACPER,MACIEJ,WIŚNIEWSKI,21-09-1952
ADAM,JÓZEF,PYRA,09-10-1989
ADAM,JANUSZ,ZIELIŃSKI,22-04-1935
MATEUSZ,LEON,ŁAZARCZYK,22-08-1974
MICHAŁ,JAN,SUS,07-03-2004
EDWARD,PIOTR,CHOWNER,01-04-1971
JAN,LESŁAW,TARGOSIŃSKI,02-06-1949
JAKUB,PIOTR,WÓJCIK,04-11-2010
DAMIAN,MIROSŁAW,KOZIOŁ,14-08-2016
JÓZEF,JAN,PIĄTEK,22-12-1998
KEVIN,PAWEŁ,KRZYWONOS,19-07-1970
SEBASTIAN,MIECZYSŁAW,KOSOBUCKI,11-02-1935
ZBIGNIEW,RUDOLF,ADAMSKI,24-03-1981
KRZYSZTOF,MACIEJ,SKRUDLIK,25-06-1990
MATEUSZ,MACIEJ,KONDRATIUK,05-11-2021
JAN,JAN,BOGORODŹ,08-03-1929
SZYMON,RADOSŁAW,WYSOCKI,27-04-1957
BARTOSZ,KRZYSZTOF,LEWEK,27-01-2019
KAROL,WIESŁAW,MIKOŁAJCZYK,10-03-2023
KRZYSZTOF,TOMASZ,BARTCZAK,30-11-2012
JAN,PIOTR,MAGYAR,30-10-1962
ALAN,ZDZISŁAW,ŚLESICKI,25-08-2000
MAREK,JAN,PASEK,10-12-1969
PRZEMYSŁAW,JAN,MICHALCZYK,22-01-1945
GENNADIY,WIELISŁAW,OTREMBA,24-01-2022
KAMIL,FELIKS,SIENNICKI,20-09-1980
MARCIN,MICHAŁ,DRZYSTEK,07-12-1945
ZDZISŁAW,ANDRZEJ,CHMIELEWSKI,17-09-2007
OSTAP,PIOTR,BUREK,19-02-1930
MAREK,STANISŁAW,PASTUSZAK,30-06-1925
ROBERT,MIROSŁAW,KOMORSKI,24-09-1978
MAREK,STANISŁAW,MATVIICHUK,26-10-1982
ADAM,ANDRZEJ,SMOLIŃSKI,26-09-1989
TADEUSZ,WIESŁAW,BIGUS,29-01-2013
GRZEGORZ,ŁUKASZ,MICHALAK,04-03-1946
MICHAŁ,SŁAWOMIR,KOŁODZIEJCZAK,30-03-2022
WOJCIECH,TADEUSZ,FIDZIUKIEWICZ,24-06-2017
REMIGIUSZ,MARCIN,PIWOŃSKI,09-12-1991
HUBERT,SZCZEPAN,SIODELSKI,17-01-1967
RADOSŁAW,ANDRZEJ,BIELKA,31-01-1951
BARTOSZ,JÓZEF,SOJKA,26-04-1977
KACPER,ŁUKASZ,GADOMSKI,07-05-1976
JAROSŁAW,STEFAN,PARUZEL,23-09-1996
NIKITA,ZBIGNIEW,BIELECKI,09-12-1952
PAWEŁ,WIKTOR,WICHER,24-03-1970
HENRYK,ŁUKASZ,HALENDY,07-11-1939
ANDRZEJ,EUGENIUSZ,KOŁOS,16-04-1946
NIKODEM,ADAM,GLUTH,27-04-1959
GRZEGORZ,FRANCISZEK,JESIONEK,05-02-2011
KACPER,IRENEUSZ,ZBROŃSKI,17-05-1997
DZMITRY,STANISŁAW,PEDA,30-05-1949
YURII,FELIKS,LEWTAK,25-06-2004
EDWARD,MIECZYSŁAW,PRZYBYŁA,17-08-1962
ADRIAN,MICHAŁ,STADNICKI,30-12-1993
WOJCIECH,SINGH,JASZKIN,03-12-1942
KACPER,PIOTR,HORBATIUK,13-02-1965
IRENEUSZ,IRENEUSZ,ZUBAKHIN,30-10-2013
LESZEK,JAN,KOZLOV,24-04-1944
GRZEGORZ,JERZY,DERNOVYI,06-07-1986
PIOTR,ADAM,PANOV,14-10-1946
TADEUSZ,FRANCISZEK,MATVIEIEV,06-09-2011
MICHAŁ,PIOTR,WILDA,07-01-1992
ADAM,ZDZISŁAW,DUDEK,16-03-1995
SEBASTIAN,JAN,HONCZARUK,02-12-1936
PIOTR,JAROSŁAW,ROMANOWSKI,20-10-1965
KACPER,KAZIMIERZ,OSZUST,24-03-1982
WIKTOR,ADAM,BIAŁEK,28-09-2015
DAWID,IRENEUSZ,ZIELIŃSKI,04-05-2014
FLORIAN,KRZYSZTOF,IWANEK,22-02-2004
JAN,SYLWESTER,FRĄTCZAK,01-09-2013
PATRYK,STANISŁAW,WESZKA,06-02-2000
ALLAN,JANUSZ,KAFLAK,28-03-2004
SZYMON,KRZYSZTOF,GRZECHNIK,25-08-1933
GRZEGORZ,PIOTR,PIOTROWSKI,31-05-1930
FRANCISZEK,MIKOŁAJ,SZTAB,07-08-1930
PIOTR,ALEKSY,FERREIRA SANTOS MELO,16-09-1989
BOGDAN,KAZIMIERZ,MARKIEWICZ,04-04-1989
KRZYSZTOF,PIOTR,BARSZCZEWSKI,28-01-2000
JAKUB,EUGENIUSZ,JURCZUK,04-06-1999
MARIAN,PIOTR,BISAK,03-09-1965
LESZEK,EDWARD,OLSZEWSKI,02-02-1934
KACPER,KRZYSZTOF,JANK,03-01-1967
ZBIGNIEW,ROMAN,JAMRÓZ,15-03-1966
EDWARD,ZBIGNIEW,KHUDAVETS,15-01-1983
BARTOSZ,RAFAŁ,SIKORSKI,20-10-1984
JÓZEF,BARTŁOMIEJ,MYREK,19-06-1950
ERYK,TADEUSZ,KOWALEWSKI,21-06-1941
FRANCISZEK,JERZY,MIKOŁAJCZYK,12-11-1960
NIKODEM,GRZEGORZ,KRYSTEK,12-04-1968
WIESŁAW,STANISŁAW,KYCEJ,30-08-1944
ARTUR,WOJCIECH,ZAPART,12-06-1942
PAWEŁ,PIOTR,SOKOŁOWSKI,04-09-1981
KYRYLO,PAWEŁ,TYLIŃSKI,14-06-1946
RADOSŁAW,EDWARD,GOCYŁA,03-04-2020
FABIAN,WIESŁAW,KRUPIŃSKI,27-02-1991
SŁAWOMIR,JANUSZ,STARZYŃSKI,24-09-1935
STANISŁAW,PIOTR,SZYNKAREK,26-11-1948
DAMIAN,WIESŁAW,ZIEMBA,04-10-1964
MAREK,WŁODZIMIERZ,GOLUBSKI,10-09-1978
RAFAŁ,BOGDAN,ĆWIKLIŃSKI,27-02-1966
ARTUR,ŁUKASZ,KARWOWSKI,06-02-1989
BOLESŁAW,PRZEMYSŁAW,SZEWCZYK,12-01-1933
SEBASTIAN,IRENEUSZ,DŁUGOSZ,21-03-2021
TADEUSZ,NORBERT,HOMA,22-09-1977
MARCIN,BERNARD,PIERZCHAŁA,06-01-1929
MARIUSZ,PIOTR,BIESIADA,09-05-1939
RAFAŁ,ZBIGNIEW,PETRUCZYNIK,31-10-1997
MIROSŁAW,ZBIGNIEW,KOŁEK,08-06-1999
SERHII,ERNEST,CZOPKO,05-12-1991
MAREK,JACEK,OŚWIĘCIMKA,27-12-1997
HUBERT,STEFAN,BARANOWSKI,25-02-1973
SEBASTIAN,MAREK,KOTARSKI,28-10-1987
TADEUSZ,MAREK,KLUBE,31-08-1940
VALERY,EDWARD,ZHLOBA,13-06-1980
JAKUB,WALDEMAR,BURZYK,09-02-1997
WOJCIECH,ROBERT,JANOWSKI,18-06-1932
FRANCISZEK,JÓZEF,JACAK,08-07-1947
MIESZKO,ANDRZEJ,MATUSZAK,15-10-1994
BARTOSZ,STANISŁAW,MILCZAREK,16-11-2007
PAWEŁ,ALEKSANDER,HANUS,11-04-1953
ŁUKASZ,JAKUB,CITKO,20-04-1996
JÓZEF,KONRAD,BOSOWSKI,06-12-2009
STANISŁAW,SEBASTIAN,KORDALEWSKI,29-01-1979
MATEUSZ,WOJCIECH,GRUDZIŃSKI,26-02-1964
KAZIMIERZ,GRZEGORZ,SAMOILENKO,30-04-1948
PIOTR,JÓZEF,STUDZIŃSKI,14-01-2008
DAMIAN,KRYSTIAN,KOSTIAN,03-03-1934
KRZYSZTOF,HENRYK,KOCHMAŃSKI,16-03-1968
EUGENIUSZ,ANDRZEJ,DUDEK,04-02-1942
ALEKSANDER,KRZYSZTOF,PŁUGOWSKI,02-04-1938
MICHAEL,PIOTR,KAMIŃSKI,19-10-1968
ROBERT,MATEUSZ,RADZIUN,02-08-2022
MICHAŁ,STANISŁAW,PYRA,24-05-1974
ANDRZEJ,SZYMON,MAZIK,25-08-2002
GRZEGORZ,MATEUSZ,WYGODA,20-12-1985
KRZYSZTOF,JAN,SOBA,19-11-2021
ROMAN,STEFAN,JASZCZUK,20-04-1987
TYMOTEUSZ,ALEXANDRU,TURULA,23-04-1926
FILIP,GÖKALP,JAGIELSKI,19-06-2019
BARTOSZ,MARCIN,SZWOCH,17-06-1937
MICHAŁ,MAREK,RZYMSKI,01-10-1951
HUBERT,WIKTOR,GRABOWSKI,09-09-1944
PIOTR,JÓZEF,SALM,26-03-1946
JANUSZ,JANUSZ,STACHOWICZ,20-08-1994
BOGUSŁAW,KRZYSZTOF,MUCHA,22-09-1990
FRANCISZEK,GRZEGORZ,OCHAB,01-10-1927
JAKUB,STANISŁAW,MITKOWSKI,04-03-1939
BARTŁOMIEJ,ARKADIUSZ,JANIK,31-03-1985
ANDRZEJ,ZBIGNIEW,KAŁA,06-08-1980
ROBERT,WITOLD,JASEK,13-05-1949
ERYK,BOLESŁAW,SROKA,07-04-1982
TADEUSZ,ERYK,KOJ,20-06-1946
ANDRZEJ,KSAWERY,STEINKE,11-12-1932
WOJCIECH,MAREK,PANFIL,29-04-2020
KAMIL,RAFAŁ,PRABUCKI,30-11-1995
PATRYK,BOGUSŁAW,BOBER,11-01-1962
CZESŁAW,JÓZEF,KSIĄŻKIEWICZ,23-01-1935
MICHAŁ,PIOTR,GRABOWSKI,28-11-2014
OSKAR,JACEK,RYDZEWSKI,10-09-2013
PIOTR,GRZEGORZ,HUPALO,09-05-2003
JACEK,WOJCIECH,CIURAR,16-08-2016
MAREK,KONRAD,STĘPNIEWSKI,26-04-1997
JERZY,MACIEJ,SOŚNIERZ,03-02-2006
DANYLO,STANISŁAW,BŁACHOWICZ,07-12-2011
JERZY,ALFRED,BOROWSKI,27-05-2021
MARIAN,ŁUKASZ,STOCZKOWSKI,13-11-1942
ANDRZEJ,GRZEGORZ,LECHOWSKI,18-07-1955
FLORIAN,ARTUR,MALCZYŃSKI,07-05-1928
BOHDAN,ZYGMUNT,ŁĘSZCZAK,14-02-1998
MAREK,JAN,GIERSZYŃSKI,18-05-1964
WIKTOR,KRZYSZTOF,TSISAR,21-12-1967
STANISŁAW,KAZIMIERZ,BEDNAREK,24-10-2011
STANISŁAW,HUBERT,BILIŃSKI,25-04-2001
JAKUB,JAN,STARCZEWSKI,08-10-2002
STEFAN,TOMASZ,KARDYŚ,05-04-2018
ADAM,BARTOSZ,KOZŁOWSKI,26-06-1999
MAKSYMILIAN,JERZY,GAWRYLUK,13-12-1995
MAREK,FRANCISZEK,BRZÓZKA,02-10-1983
PATRYK,SZYMON,GAWRON,30-03-1955
ARTUR,ARTUR,MARCINEK,05-08-1928
MIECZYSŁAW,ZYGMUNT,KOPYT,01-11-2001
RYSZARD,IGNACY,STASZEWSKI,20-11-1970
NIKODEM,ANDRZEJ,ARIFIN,16-10-1957
OLEKSANDR,KRZYSZTOF,MIKLAJEWSKI,20-09-1960
MARIUSZ,PIOTR,ŁUKAWSKI,16-12-2018
SŁAWOMIR,PIOTR,GUSTAW,03-05-2001
KAMIL,PIOTR,PETRUSHA,28-08-1931
REMIGIUSZ,MIECZYSŁAW,ŚLEDZIKOWSKI,29-05-1963
BARTŁOMIEJ,MACIEJ,NARTOWICZ,19-07-1991
NIKODEM,ADAM,SOBCZYŃSKI,13-10-1957
MIROSŁAW,GIL,SZLACHTA,01-09-1938
KRZYSZTOF,STANISŁAW,WERESZCZYŃSKI,16-10-1996
CZESŁAW,STANISŁAW,CICHACZEWSKI,13-11-1985
SZYMON,EUGENIUSZ,MELNYK,28-01-1953
DAMIAN,JANUSZ,ŻUREK,12-02-1988
PAWEŁ,JERZY,ŚWIST,27-10-2015
PATRYK,MAREK,ŻACH,12-08-1951
ŁUKASZ,CARLOS,KŁOS,03-08-1999
PAWEŁ,DARIUSZ,CHRZĘSZCZYK,09-07-1968
MICHAŁ,IRENEUSZ,DZIAMBOR,29-06-1959
PIOTR,STANISŁAW,WIECZORKOWSKI,28-12-1956
FILIP,KRZYSZTOF,PIZON,08-12-1925
MARCIN,ZDZISŁAW,CIEŚLAK,04-02-1972
OLEKSANDR,ANDRZEJ,GOŁĄBEK,12-05-1984
GRZEGORZ,HUBERT,NEDOVBA,10-09-1984
PAWEŁ,ZBIGNIEW,ANDRZEJEWSKI,26-03-2010
WIESŁAW,WOJCIECH,CZAJKOWSKI,23-01-1944
TADEUSZ,SZYMON,PEŁCZYŃSKI,11-07-1965
RADOSŁAW,KAZIMIERZ,KOZIOŁ,19-03-2010
WOJCIECH,PATRYK,MOJŻYSZEK,08-12-2008
ANDRZEJ,DAMIAN,PACYNA,13-11-1963
ZACHAR,STEFAN,ZAVIALOV,12-06-1947
MAREK,WOJCIECH,MYKYTIUK,30-01-1972
CZESŁAW,WŁADYSŁAW,STRÓZIK,15-05-1992
BRIAN,MAREK,MARYNIAK,13-10-1990
TOMASZ,RADOSŁAW,WIŚNIEWSKI,31-07-1943
ZBIGNIEW,JAN,MAŃKA,26-07-2004
PAWEŁ,SEWERYN,KASSUR,23-02-2017
PIOTR,ANDRZEJ,TIAŁOWSKI,20-07-1985
JANUSZ,JAKUB,ZARĘBA,25-10-2009
ADAM,ANTONI,DWORCZAK,28-08-1984
KAZIMIERZ,KRYSTIAN,WIECZOREK,15-03-1959
MATEUSZ,TADEUSZ,KOWALCZYK,30-07-1932
PIOTR,MAREK,ŚWIDERSKI,16-07-1962
PETRO,SEBASTIAN,NOWACKI,19-09-1973
FRANCISZEK,MACIEJ,KOZAR,13-07-1960
MARCIN,PIOTR,BORACA,29-01-1951
CEZARY,JÓZEF,MYKHALCHUK,08-12-2003
MYKHAILO,BARTŁOMIEJ,JANOSZ,20-12-2007
MACIEJ,PIOTR,CIROCKI,15-03-1960
MACIEJ,ANDRZEJ,SAWICKI,21-11-1930
ALEKSY,PIOTR,PILITOWSKI,19-01-1987
BARTŁOMIEJ,ANTONI,LACH,23-09-1936
GRACJAN,HENRYK,MAJKA,05-12-2015
RADOSŁAW,KRZYSZTOF,KACZMARCZYK,04-06-2002
PIOTR,MIROSŁAW,STASZAK,13-02-2004
ZBIGNIEW,JAN,DZIEDZIC,20-11-2020
JAROSŁAW,STANISŁAW,DZIERGWA,05-12-1939
MACIEJ,GRZEGORZ,KOMARNYTSKYI,25-09-1962
JAN,DAWID,MENDEL,12-02-1950
PIOTR,ALEKSANDER,GODULA,27-02-2000
WITOLD,ANTONI,WINIARSKI,03-01-2023
STANISŁAW,GRZEGORZ,ERLICH-HERLIKIEWICZ,01-05-1999
PAWEŁ,PAWEŁ,KRZACZYŃSKI,18-09-1990
STANISŁAW,LECH,BUBAK,11-07-2003
IVAN,PIOTR,ADAMOWICZ,07-11-1925
JAKUB,JAN,KORNACKI,08-07-1963
JACEK,KONRAD,DUBNIEWICZ,10-01-2003
JAN,MIECZYSŁAW,WÓJTOWIEC,14-12-1976
TOMASZ,ALEKSANDER,KRASOWSKI,10-03-1934
ILYA,MARIAN,SANETRA,09-06-1932
IGOR,ADAM,ŚWIDERSKI,19-11-1949
MARCIN,PIOTR,CZEKAŁA,14-10-1975
ANDRZEJ,ADAM,SYSAK,22-09-2023
KONRAD,KAZIMIERZ,ALEKSEYEVICH,04-10-2013
TADEUSZ,ROBERT,DEKOWSKI,18-06-1965
WOJCIECH,BERNAT,NASIŁOWSKI,28-05-1954
MICHAŁ,STEFAN,PRZYSTAŃSKI,27-08-2009
JÓZEF,DOMINIK,WŁODARZ,03-10-1965
ANDRZEJ,JAN,KARCZMAREK,01-02-2003
SEBASTIAN,LUTZ,PODKOWSKI,17-04-2020
ŁUKASZ,ANTONI,HANDZIUK,06-02-2002
LESZEK,PAWEŁ,RUDNICKI,08-04-1996
IGOR,PRZEMYSŁAW,CICHORSKI,09-10-1997
PATRYK,EDMUND,MARMAIEVSKYI,17-01-1957
FILIP,JAN,STAWSKI,07-08-1931
RYSZARD,ANDRZEJ,UŚMIAŁ,18-04-1996
KAROL,KRZYSZTOF,NOWAK,06-05-2016
MARCIN,ANDRZEJ,KACZMARKOWSKI,20-10-2001
MACIEJ,ANDRZEJ,ZANIEWSKI,24-10-1924
FRANCISZEK,ARTUR,KOZIEŁ,26-08-1977
TOMASZ,KACPER,JANKOWSKI,08-06-1946
STANISŁAW,KAZIMIERZ,KACZMARCZYK,10-04-1961
WALDEMAR,STANISŁAW,PIOTROWSKI,31-08-1972
BOGUSŁAW,MIECZYSŁAW,WIECZOREK,15-05-1934
MAKSYMILIAN,JACEK,MATUŁA,08-01-1975
JAN,JAKUB,KISZKIEL,22-08-1977
MAREK,TADEUSZ,PIOTROWSKI,01-05-1999
ALAN,DANIEL,DUŹNIAK,19-09-1954
MIRON,WITOLD,ZAJDA,05-12-1991
ROBERT,ANTONI,OZDARSKI,27-12-1925
STANISŁAW,ZDZISŁAW,MAJEWSKI,28-09-1985
MYRON,WIESŁAW,KOWALCZYK,12-04-1979
RAFAŁ,WŁADYSŁAW,RUTKOWSKI,05-06-2004
JAN,ALEX,KOWALSKI,25-06-1970
SHERZOD,ANDRZEJ,TRZCIŃSKI,13-10-1972
JAKUB,ALEKSANDER,BRZOZOWSKI,07-05-1969
